Teff log(g) a1 a2 a3 a4 I1
3700.0 5.0 2.57844 -3.52588 3.03941 -1.01165 296289000.0
3800.0 5.0 2.47774 -3.36841 2.91418 -0.96934 271110000.0
3900.0 5.0 2.38126 -3.20802 2.7901 -0.9256 250447000.0
4000.0 5.0 2.20169 -2.90994 2.56698 -0.85104 227629000.0
4100.0 5.0 1.99389 -2.55573 2.30598 -0.76335 209288000.0
4200.0 5.0 1.80619 -2.2626 2.11839 -0.70223 189604000.0
4300.0 5.0 1.56979 -1.85025 1.82838 -0.60922 171825000.0
4400.0 5.0 1.35207 -1.5971 1.74733 -0.60395 137387000.0
4500.0 5.0 1.35547 -1.76835 2.05266 -0.73668 113269000.0
4600.0 5.0 1.47716 -2.24124 2.63887 -0.96624 70426100.0
4700.0 5.0 1.54167 -2.39214 2.76526 -1.00358 30973500.0
4800.0 5.0 1.50275 -2.27854 2.62793 -0.95128 10641200.0
4900.0 5.0 1.5028 -2.26659 2.61037 -0.95061 4787970.0
5100.0 5.0 1.57644 -2.41395 2.72455 -0.99556 325686.0
5200.0 5.0 1.57625 -2.40608 2.70684 -0.99207 460094.0
5300.0 5.0 1.56142 -2.37259 2.66822 -0.9818 673096.0
5400.0 5.0 1.5232 -2.29566 2.59013 -0.95725 747404.0
5500.0 5.0 1.52532 -2.29904 2.58438 -0.95669 546495.0
5600.0 5.0 1.56418 -2.38621 2.68744 -1.01333 550376.0
5700.0 5.0 1.55917 -2.37706 2.67338 -1.01129 563757.0
5800.0 5.0 1.56026 -2.38234 2.67345 -1.01391 600833.0
5900.0 5.0 1.56344 -2.39436 2.68094 -1.01888 646118.0
6000.0 5.0 1.55801 -2.38972 2.67359 -1.01855 694237.0
6100.0 5.0 1.55581 -2.39676 2.68477 -1.02567 766056.0
6200.0 5.0 1.56263 -2.41884 2.70234 -1.0334 852809.0
6300.0 5.0 1.55458 -2.41622 2.69718 -1.03308 984093.0
6400.0 5.0 1.59531 -2.51298 2.7853 -1.06426 1113370.0
6500.0 5.0 1.60688 -2.54761 2.81587 -1.07559 1274880.0
6600.0 5.0 1.61842 -2.58141 2.84509 -1.08605 1457500.0
6700.0 5.0 1.63406 -2.62348 2.88163 -1.09872 1662940.0
6800.0 5.0 1.63648 -2.63177 2.88367 -1.09879 1885920.0
6900.0 5.0 1.66095 -2.6894 2.932 -1.11445 2095260.0
7000.0 5.0 1.68697 -2.75016 2.98265 -1.13052 2288340.0
7200.0 5.0 1.71218 -2.80418 3.01163 -1.13518 2632220.0
7400.0 5.0 1.7316 -2.84082 3.02073 -1.1316 2902180.0
7600.0 5.0 1.74784 -2.86092 3.00347 -1.11577 3151680.0
7800.0 5.0 1.75712 -2.85697 2.95477 -1.08661 3391390.0
8000.0 5.0 1.73492 -2.77376 2.82344 -1.02709 3620610.0
8200.0 5.0 1.5982 -2.43723 2.4457 -0.88074 3813430.0
8400.0 5.0 1.58381 -2.38351 2.3518 -0.83737 3961420.0
8600.0 5.0 1.61106 -2.42594 2.3512 -0.82698 4123960.0
8800.0 5.0 1.64846 -2.49154 2.37306 -0.82494 4255590.0
9000.0 5.0 1.66994 -2.53151 2.37969 -0.81932 4111610.0
9200.0 5.0 1.75229 -2.70887 2.52535 -0.86445 4128560.0
9400.0 5.0 1.79327 -2.81427 2.62013 -0.89684 4323800.0
9600.0 5.0 1.83414 -2.89923 2.68524 -0.91565 4491250.0
9800.0 5.0 1.88469 -3.00818 2.77775 -0.94519 4709090.0
10000.0 5.0 1.92558 -3.0872 2.83845 -0.96299 4840860.0
10200.0 5.0 1.99 -3.21769 2.94984 -0.99894 5011690.0
10400.0 5.0 2.03046 -3.29445 3.01104 -1.0178 5294890.0
10600.0 5.0 2.07627 -3.38023 3.08016 -1.03937 5475540.0
10800.0 5.0 2.12595 -3.47187 3.15356 -1.06211 5582070.0
11000.0 5.0 2.15543 -3.52263 3.1907 -1.07299 5922860.0
11200.0 5.0 2.21289 -3.63003 3.278 -1.1003 5823820.0
11400.0 5.0 2.28591 -3.76813 3.39179 -1.13602 5537870.0
11600.0 5.0 2.16376 -3.54351 3.18917 -1.06781 5809990.0
11800.0 5.0 2.18357 -3.58431 3.22029 -1.0771 5965540.0
12000.0 5.0 2.2132 -3.65065 3.27735 -1.09566 6137970.0
2300.0 5.5 0.61806 -0.02027 0.72854 -0.37801 6901.29
2400.0 5.5 0.00072 1.66345 -0.94862 0.20452 6310.68
2500.0 5.5 -0.16677 2.17842 -1.4484 0.3598 5512.44
2600.0 5.5 0.13944 1.4277 -0.6732 0.08328 4145.81
2700.0 5.5 0.25389 1.61936 -1.16793 0.30547 4093.3
2900.0 5.5 1.35872 -0.46871 0.3754 -0.14446 90976.1
3100.0 5.5 2.17655 -2.36483 2.02077 -0.68396 35210100.0
3200.0 5.5 2.40745 -2.94378 2.53261 -0.85429 129717000.0
3300.0 5.5 2.5263 -3.27164 2.81828 -0.94784 244025000.0
3400.0 5.5 2.5607 -3.40598 2.93061 -0.98288 314656000.0
3500.0 5.5 2.53462 -3.39324 2.90748 -0.97215 339554000.0
3600.0 5.5 2.47369 -3.29467 2.8033 -0.93269 336576000.0
3700.0 5.5 2.38166 -3.13748 2.65752 -0.8817 311970000.0
