Teff log(g) a1 a2 a3 a4 I1 beaming
14500.0 6.5 0.5543 -0.3106 0.3214 -0.1351 0.000135376 1.199
15000.0 6.5 0.5551 -0.3304 0.3409 -0.1418 0.000141661 1.23
15500.0 6.5 0.5541 -0.3454 0.356 -0.147 0.000148019 1.2588
16000.0 6.5 0.5551 -0.3637 0.3741 -0.1533 0.00015445 1.2855
16500.0 6.5 0.5565 -0.3817 0.3922 -0.1597 0.000160952 1.3104
17000.0 6.5 0.5584 -0.4001 0.4104 -0.1661 0.000167527 1.3337
20000.0 6.5 0.6141 -0.5968 0.6036 -0.2342 0.000208681 1.4464
25000.0 6.5 0.8179 -1.0995 1.0721 -0.3947 0.000286437 1.5689
30000.0 6.5 0.7446 -0.8728 0.766 -0.2659 0.00039024 1.6474
35000.0 6.5 0.4884 -0.43 0.3506 -0.1216 0.000510021 1.7018
40000.0 6.5 0.4113 -0.401 0.3683 -0.1368 0.000603536 1.7418
45000.0 6.5 0.4093 -0.4953 0.4914 -0.1862 0.000680411 1.7723
50000.0 6.5 0.4327 -0.6196 0.6337 -0.2404 0.000751127 1.7965
55000.0 6.5 0.4641 -0.7403 0.7643 -0.2889 0.000815325 1.816
60000.0 6.5 0.4984 -0.8543 0.8836 -0.3324 0.000876281 1.8321
65000.0 6.5 0.1328 0.1428 -0.1287 0.035 0.00104047 1.8456
70000.0 6.5 0.143 0.0782 -0.0541 0.0066 0.00110296 1.8571
75000.0 6.5 0.159 0.0073 0.0238 -0.0223 0.001165 1.867
80000.0 6.5 0.18 -0.0699 0.1064 -0.0528 0.00122687 1.8756
85000.0 6.5 0.2039 -0.1484 0.1886 -0.0828 0.00128869 1.8832
90000.0 6.5 0.2303 -0.2283 0.2708 -0.1126 0.00135064 1.8899
100000.0 6.5 0.283 -0.3814 0.427 -0.1691 0.00147559 1.9013
3750.0 6.75 2.1041 -3.1576 2.7545 -0.9401 3.86806e-06 -2.1343
4000.0 6.75 1.87 -2.739 2.3775 -0.8111 4.66137e-06 -1.8245
4250.0 6.75 1.79 -2.611 2.267 -0.7742 5.68911e-06 -1.5532
4500.0 6.75 1.76 -2.5678 2.2331 -0.7635 7.00721e-06 -1.314
4750.0 6.75 1.7707 -2.5516 2.1987 -0.7464 8.62531e-06 -1.1018
5000.0 6.75 1.4596 -1.6807 1.2604 -0.39 1.09926e-05 -0.9125
5250.0 6.75 1.259 -1.1174 0.675 -0.1731 1.31762e-05 -0.7428
5500.0 6.75 0.9288 -0.248 -0.1939 0.14 1.55398e-05 -0.59
5750.0 6.75 0.529 0.7431 -1.1431 0.4695 1.80709e-05 -0.4519
6000.0 6.75 0.1756 1.5503 -1.861 0.7013 2.07528e-05 -0.3265
6250.0 6.75 -0.0368 1.9521 -2.1428 0.7685 2.35763e-05 -0.2122
6500.0 6.75 -0.1317 2.0564 -2.1358 0.7355 2.65439e-05 -0.1077
7000.0 6.75 -0.138 1.8573 -1.7742 0.5637 3.29361e-05 0.0762
7500.0 6.75 -0.0848 1.5861 -1.4055 0.4056 3.99771e-05 0.2327
8000.0 6.75 -0.041 1.4072 -1.1797 0.3091 4.77172e-05 0.3672
8500.0 6.75 -0.0303 1.382 -1.1627 0.2993 5.61422e-05 0.4838
9000.0 6.75 -0.0178 1.4111 -1.2539 0.3428 6.51463e-05 0.5857
