log(g) Teff a1 a2 a3 a4 I1 beaming
8.5 11000.0 0.3485 1.0999 -1.1707 0.3813 0.000108341 -0.6325
8.5 11500.0 0.4437 0.7493 -0.7836 0.2395 0.000122521 -0.4921
8.5 12000.0 0.5128 0.5233 -0.5545 0.1626 0.000136872 -0.3647
8.5 12500.0 0.5702 0.3359 -0.3672 0.1022 0.000151068 -0.2485
8.5 13000.0 0.6058 0.1922 -0.2165 0.054 0.000164006 -0.1423
8.5 13500.0 0.6335 0.0541 -0.0639 0.0028 0.000174331 -0.0449
8.5 14000.0 0.6554 -0.0622 0.0611 -0.0373 0.000184396 0.0447
8.5 14500.0 0.6739 -0.1638 0.1689 -0.0703 0.000196171 0.1274
8.5 15000.0 0.6955 -0.2761 0.2963 -0.1133 0.000210372 0.2038
8.5 15500.0 0.7138 -0.3801 0.4269 -0.1631 0.000226368 0.2747
8.5 16000.0 0.728 -0.4684 0.5455 -0.2121 0.000243701 0.3406
8.5 16500.0 0.7397 -0.5365 0.6378 -0.2521 0.000262029 0.4019
8.5 17000.0 0.7479 -0.5787 0.692 -0.276 0.000281447 0.4592
8.5 20000.0 0.83 -0.7875 0.8745 -0.342 0.000415347 0.7352
8.5 25000.0 0.9981 -1.1448 1.1516 -0.4294 0.000706591 1.0314
8.5 30000.0 0.8636 -0.8103 0.716 -0.2525 0.00112745 1.2181
8.5 35000.0 0.6037 -0.3669 0.2658 -0.089 0.00157866 1.3457
8.5 40000.0 0.4689 -0.1963 0.1234 -0.043 0.00193268 1.4381
8.5 45000.0 0.3958 -0.1294 0.081 -0.032 0.00222763 1.508
8.5 50000.0 0.3569 -0.1156 0.0859 -0.0369 0.00248509 1.5625
8.5 55000.0 0.333 -0.1201 0.1045 -0.0458 0.00272363 1.6063
8.5 60000.0 0.317 -0.1337 0.1296 -0.0565 0.00295269 1.6422
8.5 65000.0 0.3292 0.1581 -0.2458 0.0913 0.00374257 1.6722
8.5 70000.0 0.2949 0.1991 -0.277 0.101 0.00397145 1.6975
8.5 75000.0 0.2655 0.2324 -0.3014 0.1085 0.00419452 1.7193
8.5 80000.0 0.24 0.2602 -0.3214 0.1146 0.0044131 1.7381
8.5 85000.0 0.2179 0.2827 -0.3367 0.1191 0.00462842 1.7546
8.5 90000.0 0.1983 0.3019 -0.3495 0.1228 0.00484105 1.7691
8.5 100000.0 0.1621 0.3374 -0.3735 0.1299 0.00526044 1.7936
8.75 3750.0 0.3384 1.7396 -2.0965 0.8095 5.01519e-07 -7.3421
8.75 4000.0 0.7925 0.6189 -0.9659 0.397 6.56238e-07 -6.696
8.75 4250.0 1.1487 -0.2811 -0.0471 0.0589 8.6661e-07 -6.1261
8.75 4500.0 1.4052 -0.9464 0.6378 -0.1951 1.17782e-06 -5.6197
8.75 4750.0 1.5524 -1.3376 1.0385 -0.3432 1.63195e-06 -5.1669
8.75 5000.0 0.947 0.292 -0.6408 0.2778 1.53728e-06 -4.7596
8.75 5250.0 0.8722 0.4176 -0.7502 0.3134 2.42076e-06 -4.3916
8.75 5500.0 0.8711 0.3837 -0.6958 0.2901 3.66277e-06 -4.0573
8.75 5750.0 0.8724 0.3569 -0.6413 0.2654 5.34751e-06 -3.7526
8.75 6000.0 0.8423 0.4288 -0.6909 0.279 7.54313e-06 -3.4737
8.75 6250.0 0.7688 0.6198 -0.865 0.3385 1.02453e-05 -3.2176
8.75 6500.0 0.6376 0.9488 -1.1722 0.4441 1.33898e-05 -2.9817
8.75 7000.0 0.267 1.8484 -2.0081 0.7231 2.07298e-05 -2.5621
8.75 7500.0 -0.0051 2.465 -2.5559 0.8914 2.91238e-05 -2.2004
8.75 8000.0 -0.0967 2.6329 -2.6892 0.9209 3.83172e-05 -1.886
8.75 8500.0 -0.0809 2.5627 -2.6326 0.8978 4.82222e-05 -1.6107
8.75 9000.0 -0.0318 2.4399 -2.5601 0.8809 5.88512e-05 -1.3678
8.75 9500.0 0.0447 2.2516 -2.4315 0.8489 7.02957e-05 -1.1523
8.75 10000.0 0.1332 2.0171 -2.2462 0.7959 8.27544e-05 -0.9601
8.75 10500.0 0.2421 1.6688 -1.8999 0.6754 9.6294e-05 -0.7877
8.75 11000.0 0.3534 1.2492 -1.4327 0.5004 0.000110656 -0.6325
8.75 11500.0 0.4528 0.8866 -1.0347 0.3541 0.000125433 -0.4921
8.75 12000.0 0.5509 0.58 -0.7212 0.2455 0.000140496 -0.3647
8.75 12500.0 0.6305 0.3437 -0.4883 0.1684 0.000155736 -0.2485
8.75 13000.0 0.688 0.1555 -0.2952 0.104 0.000170655 -0.1423
8.75 13500.0 0.7181 0.0169 -0.1389 0.0503 0.00018403 -0.0449
8.75 14000.0 0.7261 -0.071 -0.0311 0.0129 0.000194865 0.0447
8.75 14500.0 0.7309 -0.15 0.0667 -0.0209 0.000205621 0.1274
8.75 15000.0 0.7369 -0.2313 0.1673 -0.0552 0.000218195 0.2038
8.75 15500.0 0.7439 -0.3172 0.28 -0.0962 0.000232843 0.2747
8.75 16000.0 0.7545 -0.415 0.4146 -0.1495 0.000249291 0.3406
8.75 16500.0 0.765 -0.5049 0.5448 -0.2051 0.000267107 0.4019
8.75 17000.0 0.7755 -0.5885 0.6691 -0.2606 0.000286042 0.4592
8.75 20000.0 0.8581 -0.829 0.9068 -0.3521 0.000420815 0.7352
8.75 25000.0 1.0137 -1.1646 1.165 -0.433 0.000714665 1.0314
8.75 30000.0 0.8699 -0.8183 0.7206 -0.2535 0.00113853 1.2181
8.75 35000.0 0.6074 -0.3738 0.2727 -0.0916 0.00158603 1.3457
8.75 40000.0 0.4723 -0.2011 0.1277 -0.0445 0.00193703 1.4381
8.75 45000.0 0.3989 -0.1328 0.0836 -0.0328 0.00223009 1.508
8.75 50000.0 0.3589 -0.1152 0.0841 -0.036 0.0024842 1.5625
8.75 55000.0 0.3336 -0.1159 0.0986 -0.0433 0.00272 1.6063
8.75 60000.0 0.317 -0.1262 0.1195 -0.0524 0.00294307 1.6422
9.0 3750.0 0.4556 1.4587 -1.8044 0.7016 5.38244e-07 -7.3421
9.0 4000.0 0.8665 0.4369 -0.7681 0.322 6.99164e-07 -6.696
9.0 4250.0 1.1852 -0.3703 0.0552 0.0191 9.11927e-07 -6.1261
9.0 4500.0 1.4174 -0.9733 0.6744 -0.2103 1.22376e-06 -5.6197
9.0 4750.0 1.5538 -1.3347 1.0414 -0.3455 1.67692e-06 -5.1669
9.0 5000.0 0.9046 0.4163 -0.7688 0.3248 1.50819e-06 -4.7596
9.0 5250.0 0.8704 0.4446 -0.7858 0.3281 2.37239e-06 -4.3916
9.0 5500.0 0.8422 0.4619 -0.7805 0.3215 3.5863e-06 -4.0573
9.0 5750.0 0.8601 0.3911 -0.6868 0.2838 5.22902e-06 -3.7526
9.0 6000.0 0.8423 0.4225 -0.6918 0.2803 7.37582e-06 -3.4737
9.0 6250.0 0.8025 0.5356 -0.7952 0.3162 1.00576e-05 -3.2176
9.0 6500.0 0.6983 0.7937 -1.0316 0.3962 1.32272e-05 -2.9817
9.0 7000.0 0.3745 1.5838 -1.7664 0.6436 2.07343e-05 -2.5621
9.0 7500.0 0.0695 2.2901 -2.4034 0.8451 2.93896e-05 -2.2004
9.0 8000.0 -0.0595 2.5426 -2.6054 0.8951 3.88751e-05 -1.886
9.0 8500.0 -0.0633 2.513 -2.5756 0.8775 4.9079e-05 -1.6107
9.0 9000.0 -0.0202 2.4054 -2.5137 0.8625 5.99873e-05 -1.3678
9.0 9500.0 0.0399 2.2805 -2.4615 0.86 7.16879e-05 -1.1523
9.0 10000.0 0.1288 2.0794 -2.3348 0.8337 8.43851e-05 -0.9601
9.0 10500.0 0.2451 1.7612 -2.0555 0.7457 9.81602e-05 -0.7877
9.0 11000.0 0.3655 1.353 -1.6265 0.5904 0.000112907 -0.6325
9.0 11500.0 0.4773 0.9563 -1.1959 0.4322 0.000128214 -0.4921
9.0 12000.0 0.5891 0.6113 -0.844 0.3091 0.00014388 -0.3647
9.0 12500.0 0.6964 0.3056 -0.5423 0.2067 0.000159892 -0.2485
9.0 13000.0 0.7848 0.0445 -0.2781 0.1163 0.000176059 -0.1423
9.0 13500.0 0.84 -0.1489 -0.068 0.0423 0.000191749 -0.0449
9.0 14000.0 0.8541 -0.2483 0.0542 -0.0014 0.000205736 0.0447
9.0 14500.0 0.8453 -0.2888 0.1163 -0.0236 0.00021717 0.1274
9.0 15000.0 0.8316 -0.3237 0.1765 -0.0462 0.000228695 0.2038
9.0 15500.0 0.8187 -0.3613 0.2406 -0.0698 0.000241827 0.2747
9.0 16000.0 0.8099 -0.4125 0.3248 -0.1024 0.000256912 0.3406
9.0 16500.0 0.8079 -0.4845 0.44 -0.1504 0.000273971 0.4019
9.0 17000.0 0.8099 -0.5631 0.5665 -0.2061 0.000292316 0.4592
9.0 20000.0 0.8906 -0.8815 0.95 -0.3661 0.00042699 0.7352
9.0 25000.0 1.0247 -1.1784 1.1752 -0.4361 0.000723314 1.0314
9.0 30000.0 0.8736 -0.8213 0.7211 -0.2532 0.00115016 1.2181
9.0 35000.0 0.6154 -0.3888 0.2865 -0.0963 0.00159412 1.3457
9.0 40000.0 0.4755 -0.2059 0.1325 -0.0463 0.00194201 1.4381
9.0 45000.0 0.4046 -0.1418 0.0918 -0.0356 0.00223339 1.508
9.0 50000.0 0.3628 -0.119 0.0866 -0.0366 0.00248423 1.5625
9.0 55000.0 0.3363 -0.1165 0.0977 -0.0427 0.00271826 1.6063
9.0 60000.0 0.3187 -0.1239 0.1155 -0.0506 0.00293756 1.6422
9.0 65000.0 0.367 0.0831 -0.1741 0.0656 0.00373425 1.6722
9.0 70000.0 0.3337 0.1235 -0.2054 0.0756 0.00395877 1.6975
9.0 75000.0 0.3049 0.1567 -0.2302 0.0833 0.00417711 1.7193
9.0 80000.0 0.2798 0.1848 -0.2509 0.0897 0.00439054 1.7381
9.0 85000.0 0.2577 0.2084 -0.268 0.095 0.00460027 1.7546
9.0 90000.0 0.238 0.2287 -0.2822 0.0993 0.00480692 1.7691
9.0 100000.0 0.2014 0.2677 -0.3109 0.1084 0.00521264 1.7936
9.25 3750.0 0.5713 1.1819 -1.5167 0.5946 5.77779e-07 -7.3421
9.25 4000.0 0.9352 0.2669 -0.5819 0.2512 7.47167e-07 -6.696
9.25 4250.0 1.217 -0.4511 0.1523 -0.0196 9.63402e-07 -6.1261
9.25 4500.0 1.4258 -0.9909 0.7022 -0.2224 1.27586e-06 -5.6197
9.25 4750.0 1.5535 -1.328 1.0414 -0.3467 1.72579e-06 -5.1669
9.25 5000.0 0.961 0.3011 -0.6527 0.2826 1.48102e-06 -4.7596
9.25 5250.0 0.8954 0.4122 -0.763 0.322 2.32619e-06 -4.3916
9.25 5500.0 0.8193 0.5343 -0.8623 0.3527 3.51526e-06 -4.0573
9.25 5750.0 0.8404 0.4453 -0.7504 0.3083 5.11987e-06 -3.7526
9.25 6000.0 0.8426 0.4234 -0.7057 0.288 7.2181e-06 -3.4737
9.25 6250.0 0.8084 0.5049 -0.7673 0.3061 9.86418e-06 -3.2176
9.25 6500.0 0.7383 0.6882 -0.9374 0.3644 1.30392e-05 -2.9817
9.25 7000.0 0.4684 1.3568 -1.5641 0.5778 2.06909e-05 -2.5621
9.25 7500.0 0.1592 2.0767 -2.2139 0.7858 2.96056e-05 -2.2004
9.25 8000.0 -0.011 2.428 -2.5032 0.8642 3.94105e-05 -1.886
9.25 8500.0 -0.044 2.4617 -2.5207 0.8589 4.99382e-05 -1.6107
9.25 9000.0 -0.0107 2.3721 -2.4658 0.843 6.11512e-05 -1.3678
9.25 9500.0 0.0411 2.2751 -2.4425 0.8503 7.31253e-05 -1.1523
9.25 10000.0 0.1279 2.1003 -2.3557 0.8409 8.60396e-05 -0.9601
9.25 10500.0 0.2436 1.8275 -2.1538 0.788 0.000100027 -0.7877
9.25 11000.0 0.373 1.4419 -1.7818 0.6611 0.000115092 -0.6325
9.25 11500.0 0.4917 1.0355 -1.3505 0.5043 0.00013088 -0.4921
9.25 12000.0 0.6172 0.6473 -0.9532 0.364 0.000147104 -0.3647
9.25 12500.0 0.7483 0.278 -0.5879 0.2384 0.000163734 -0.2485
9.25 13000.0 0.868 -0.0608 -0.247 0.12 0.000180744 -0.1423
9.25 13500.0 0.9548 -0.3295 0.0376 0.0183 0.000197858 -0.0449
9.25 14000.0 0.9948 -0.4905 0.2229 -0.0494 0.000214381 0.0447
9.25 14500.0 0.9944 -0.5518 0.31 -0.082 0.000229171 0.1274
9.25 15000.0 0.9702 -0.5526 0.3353 -0.0924 0.000241521 0.2038
9.25 15500.0 0.9397 -0.5382 0.3453 -0.0973 0.000253611 0.2747
9.25 16000.0 0.9106 -0.5305 0.365 -0.1059 0.00026715 0.3406
9.25 16500.0 0.8851 -0.5409 0.4113 -0.1259 0.000282719 0.4019
9.25 17000.0 0.8585 -0.5782 0.5144 -0.1742 0.000299606 0.4592
9.25 20000.0 0.929 -0.9438 1.0009 -0.3823 0.000433731 0.7352
9.25 25000.0 1.0459 -1.2084 1.1968 -0.4422 0.000733167 1.0314
9.25 30000.0 0.8754 -0.8227 0.7214 -0.2533 0.00116284 1.2181
9.25 35000.0 0.6165 -0.3912 0.2904 -0.0982 0.00160258 1.3457
9.25 40000.0 0.4831 -0.2195 0.1454 -0.0509 0.00194768 1.4381
9.25 45000.0 0.409 -0.1483 0.0979 -0.0378 0.00223745 1.508
9.25 50000.0 0.3692 -0.1285 0.0951 -0.0395 0.00248525 1.5625
9.25 55000.0 0.3408 -0.1223 0.1027 -0.0443 0.00271876 1.6063
9.25 60000.0 0.3223 -0.1266 0.1171 -0.051 0.00293438 1.6422
9.5 3750.0 0.6895 0.9043 -1.2348 0.4904 6.19086e-07 -7.3421
9.5 4000.0 1.0009 0.1071 -0.4083 0.185 8.00277e-07 -6.696
9.5 4250.0 1.245 -0.5199 0.235 -0.0525 1.02165e-06 -6.1261
9.5 4500.0 1.4279 -0.9935 0.7166 -0.2302 1.33523e-06 -5.6197
9.5 4750.0 1.5505 -1.3151 1.0363 -0.3464 1.78527e-06 -5.1669
9.5 5000.0 0.9487 0.3496 -0.7003 0.2995 1.47699e-06 -4.7596
9.5 5250.0 0.671 0.967 -1.3223 0.5247 2.27621e-06 -4.3916
9.5 5500.0 0.7846 0.6308 -0.9625 0.3892 3.44538e-06 -4.0573
9.5 5750.0 0.8189 0.5114 -0.8277 0.3383 5.01863e-06 -3.7526
9.5 6000.0 0.8361 0.4471 -0.742 0.3035 7.07311e-06 -3.4737
9.5 6250.0 0.8121 0.4907 -0.7613 0.3055 9.66972e-06 -3.2176
9.5 6500.0 0.7614 0.6182 -0.8726 0.3419 1.28322e-05 -2.9817
9.5 7000.0 0.5536 1.142 -1.3659 0.5108 2.05989e-05 -2.5621
9.5 7500.0 0.2548 1.8486 -2.0115 0.7218 2.97714e-05 -2.2004
9.5 8000.0 0.0447 2.3015 -2.3962 0.8335 3.9903e-05 -1.886
9.5 8500.0 -0.0174 2.3938 -2.453 0.8369 5.07846e-05 -1.6107
9.5 9000.0 0.0044 2.3201 -2.3974 0.816 6.23241e-05 -1.3678
9.5 9500.0 0.0512 2.2327 -2.3768 0.8218 7.46142e-05 -1.1523
9.5 10000.0 0.1277 2.0956 -2.3324 0.8281 8.77468e-05 -0.9601
9.5 10500.0 0.2348 1.878 -2.2088 0.8082 0.00010194 -0.7877
9.5 11000.0 0.3729 1.5168 -1.895 0.71 0.000117259 -0.6325
9.5 11500.0 0.5008 1.1056 -1.4751 0.5608 0.000133459 -0.4921
9.5 12000.0 0.6315 0.6965 -1.0557 0.4119 0.000150194 -0.3647
9.5 12500.0 0.7767 0.2859 -0.6489 0.2711 0.000167373 -0.2485
9.5 13000.0 0.9214 -0.115 -0.2485 0.1315 0.000185019 -0.1423
9.5 13500.0 1.0408 -0.462 0.111 0.0031 0.00020306 -0.0449
9.5 14000.0 1.1136 -0.7029 0.3763 -0.0943 0.000221159 0.0447
9.5 14500.0 1.1364 -0.8225 0.5248 -0.1507 0.000238612 0.1274
9.5 15000.0 1.1216 -0.8444 0.5735 -0.1703 0.000254378 0.2038
9.5 15500.0 1.0835 -0.8043 0.5572 -0.166 0.000267677 0.2747
9.5 16000.0 1.0439 -0.7604 0.5362 -0.1599 0.000280519 0.3406
9.5 16500.0 1.0012 -0.7146 0.5178 -0.1554 0.000294503 0.4019
9.5 17000.0 0.9616 -0.6848 0.5235 -0.1613 0.000310464 0.4592
9.5 20000.0 1.0333 -1.5417 2.0893 -0.9351 0.00052112 0.7352
9.5 25000.0 1.0603 -1.227 1.2102 -0.4461 0.000743557 1.0314
9.5 30000.0 0.8775 -0.8239 0.7207 -0.2528 0.00117629 1.2181
9.5 35000.0 0.6213 -0.3999 0.2992 -0.1016 0.00161193 1.3457
9.5 40000.0 0.4905 -0.233 0.1585 -0.0556 0.00195409 1.4381
9.5 45000.0 0.416 -0.1607 0.11 -0.0422 0.00224255 1.508
9.5 50000.0 0.3769 -0.1402 0.1055 -0.0432 0.00248478 1.5625
9.5 55000.0 0.3486 -0.1324 0.1106 -0.0469 0.00271428 1.6063
9.5 60000.0 0.3292 -0.1354 0.1239 -0.0531 0.0029315 1.6422
9.5 65000.0 0.4024 0.0131 -0.107 0.0417 0.0037316 1.6722
9.5 70000.0 0.371 0.0493 -0.1341 0.0501 0.00395302 1.6975
9.5 75000.0 0.3435 0.0806 -0.1576 0.0574 0.00416771 1.7193
9.5 80000.0 0.3198 0.1059 -0.1756 0.0629 0.00437766 1.7381
9.5 85000.0 0.2987 0.128 -0.1915 0.0677 0.00458345 1.7546
9.5 90000.0 0.2799 0.1471 -0.2049 0.0718 0.00478565 1.7691
9.5 100000.0 0.2455 0.1822 -0.2301 0.0797 0.00518174 1.7936
