Teff log(g) a1 a2 a3 a4 I1 beaming
4250.0 6.0 1.7575 -2.3212 1.9434 -0.6517 3.87423e-06 -2.4982
4500.0 6.0 1.7939 -2.4252 2.0646 -0.6992 5.06545e-06 -2.2005
4750.0 6.0 1.6529 -1.9761 1.5631 -0.5044 6.58433e-06 -1.9356
5000.0 6.0 1.3836 -1.2182 0.7784 -0.2131 8.71225e-06 -1.6987
5250.0 6.0 1.0009 -0.2129 -0.2139 0.1427 1.08828e-05 -1.4856
5500.0 6.0 0.5196 0.9863 -1.3605 0.5402 1.33132e-05 -1.2932
5750.0 6.0 0.1121 1.9207 -2.1911 0.8075 1.59904e-05 -1.1189
6000.0 6.0 -0.1151 2.3414 -2.4734 0.8695 1.8895e-05 -0.9602
6250.0 6.0 -0.2041 2.3997 -2.3936 0.8037 2.20373e-05 -0.8153
6500.0 6.0 -0.2145 2.2634 -2.1284 0.6755 2.5423e-05 -0.6826
7000.0 6.0 -0.1455 1.825 -1.4878 0.3949 3.30005e-05 -0.4484
7500.0 6.0 -0.0629 1.4584 -0.9988 0.1852 4.17585e-05 -0.2486
8000.0 6.0 -0.0411 1.3864 -0.9127 0.1416 5.1844e-05 -0.0765
8500.0 6.0 -0.0682 1.5766 -1.2047 0.2609 6.32551e-05 0.073
9000.0 6.0 -0.0267 1.6549 -1.4562 0.3901 7.57191e-05 0.2038
9500.0 6.0 0.1279 1.3218 -1.2194 0.3351 8.82678e-05 0.3191
10000.0 6.0 0.3376 0.6919 -0.5818 0.1232 9.91738e-05 0.4214
10500.0 6.0 0.4797 0.2515 -0.1633 0.0048 0.00010724 0.5127
11000.0 6.0 0.5548 0.0378 0.0299 -0.0509 0.000115956 0.5945
11500.0 6.0 0.5788 -0.008 0.0431 -0.0483 0.000124739 0.6683
12000.0 6.0 0.5975 -0.0522 0.0617 -0.0486 0.000133423 0.7351
12500.0 6.0 0.6112 -0.1001 0.0965 -0.0577 0.00014209 0.7958
13000.0 6.0 0.6188 -0.1395 0.1298 -0.0679 0.000150801 0.8513
13500.0 6.0 0.622 -0.1696 0.1566 -0.0765 0.000159585 0.902
14000.0 6.0 0.6223 -0.193 0.1784 -0.0838 0.000168461 0.9487
14500.0 6.0 0.6218 -0.2137 0.1982 -0.0905 0.00017743 0.9917
15000.0 6.0 0.6209 -0.2321 0.2161 -0.0966 0.0001865 1.0314
15500.0 6.0 0.6197 -0.2492 0.2327 -0.1023 0.000195674 1.0683
16000.0 6.0 0.6193 -0.2669 0.25 -0.1082 0.000204957 1.1025
16500.0 6.0 0.6185 -0.2822 0.2644 -0.113 0.000214357 1.1344
17000.0 6.0 0.6207 -0.3043 0.2862 -0.1206 0.000223874 1.1641
20000.0 6.0 0.6596 -0.4841 0.4653 -0.1837 0.000283837 1.3079
25000.0 6.0 0.8505 -1.0076 0.9721 -0.3613 0.000398812 1.4634
