Teff log(g) a1 a2 a3 a4 I1
3300.0 4.5 1.41287 -1.28481 1.58006 -0.60516 350421000.0
3400.0 4.5 1.24138 -0.99154 1.35095 -0.54064 426358000.0
3500.0 4.5 1.09472 -0.70164 1.08811 -0.45805 465120000.0
3600.0 4.5 1.08407 -0.64963 1.00143 -0.42533 478551000.0
3700.0 4.5 1.17583 -0.77485 1.0378 -0.41942 477576000.0
3800.0 4.5 1.3208 -1.04003 1.21202 -0.45206 469600000.0
3900.0 4.5 1.46523 -1.39933 1.51784 -0.52899 457592000.0
4000.0 4.5 1.64606 -1.88854 1.98753 -0.66422 440663000.0
4100.0 4.5 1.54892 -1.83598 2.02085 -0.66608 425477000.0
4200.0 4.5 1.60006 -2.15666 2.42558 -0.80525 397322000.0
4300.0 4.5 1.61493 -2.39843 2.80078 -0.95688 363915000.0
4400.0 4.5 1.8197 -3.07178 3.5773 -1.25042 312880000.0
4500.0 4.5 1.82936 -3.06923 3.53367 -1.22552 244987000.0
4600.0 4.5 1.78124 -2.9502 3.42169 -1.19932 156373000.0
4700.0 4.5 1.78855 -2.94148 3.40469 -1.20272 64222900.0
4800.0 4.5 1.81146 -2.9674 3.41897 -1.21531 18299400.0
4900.0 4.5 1.82448 -2.96772 3.40688 -1.2187 6137540.0
5100.0 4.5 1.96049 -3.21991 3.60322 -1.29337 592873.0
5200.0 4.5 1.97179 -3.23279 3.60386 -1.2978 669481.0
5300.0 4.5 1.97992 -3.24151 3.60105 -1.30039 756915.0
5400.0 4.5 2.00501 -3.29633 3.64926 -1.3223 819175.0
5500.0 4.5 2.00139 -3.2862 3.62998 -1.31774 851743.0
5600.0 4.5 2.00965 -3.30309 3.64004 -1.32447 916057.0
5700.0 4.5 2.01259 -3.30312 3.62927 -1.32196 994259.0
5800.0 4.5 2.03983 -3.34307 3.6783 -1.36084 1087810.0
5900.0 4.5 2.01115 -3.28161 3.62048 -1.34412 1198550.0
6000.0 4.5 2.0405 -3.33589 3.65445 -1.35659 1327630.0
6100.0 4.5 2.07654 -3.42501 3.74288 -1.3926 1469610.0
6200.0 4.5 2.08952 -3.45933 3.77416 -1.40638 1606040.0
6300.0 4.5 2.10316 -3.49672 3.81301 -1.42353 1746820.0
6400.0 4.5 2.11743 -3.53219 3.8397 -1.43338 1904710.0
6500.0 4.5 2.11387 -3.51868 3.81803 -1.42541 2054970.0
6600.0 4.5 2.16474 -3.6398 3.93671 -1.47104 2214120.0
6700.0 4.5 2.18936 -3.69523 3.98609 -1.48944 2370070.0
6800.0 4.5 2.21307 -3.74877 4.03416 -1.50748 2514710.0
6900.0 4.5 2.23612 -3.79267 4.067 -1.51846 2671600.0
7000.0 4.5 2.2365 -3.7905 4.05812 -1.51511 2832280.0
7200.0 4.5 2.26961 -3.84991 4.09575 -1.52704 3189880.0
