Teff log(g) a1 a2 a3 a4 I1 beaming
16500.0 6.25 0.7238 -0.1553 0.0712 -0.0363 0.00030243 0.8316
17000.0 6.25 0.7238 -0.1754 0.0901 -0.0425 0.000317491 0.8727
20000.0 6.25 0.7437 -0.3341 0.2485 -0.0975 0.000413495 1.0708
25000.0 6.25 0.8812 -0.7956 0.7126 -0.2628 0.00060183 1.284
30000.0 6.25 0.9564 -1.0421 0.9118 -0.3212 0.000856733 1.419
35000.0 6.25 0.7772 -0.7834 0.6421 -0.2188 0.00114555 1.5118
40000.0 6.25 0.6774 -0.6949 0.5882 -0.2059 0.00137508 1.5793
45000.0 6.25 0.6511 -0.7393 0.6645 -0.2396 0.00156606 1.6305
50000.0 6.25 0.6593 -0.8404 0.7902 -0.2894 0.00174393 1.6707
55000.0 6.25 0.6841 -0.9587 0.9258 -0.3414 0.00190621 1.7031
60000.0 6.25 0.7174 -1.083 1.0625 -0.3928 0.00206041 1.7297
3750.0 6.5 0.8279 0.4081 -0.9137 0.4086 1.07987e-06 -4.9907
4000.0 6.5 1.2629 -0.7412 0.2825 -0.0342 1.43019e-06 -4.493
4250.0 6.5 1.5369 -1.4905 1.08 -0.3339 1.95026e-06 -4.0544
4500.0 6.5 1.6586 -1.8318 1.4518 -0.4752 2.69645e-06 -3.6653
4750.0 6.5 1.6876 -1.8519 1.4582 -0.4736 3.7227e-06 -3.3179
5000.0 6.5 1.4593 -1.219 0.8107 -0.2344 5.22798e-06 -3.006
5250.0 6.5 1.2431 -0.6428 0.248 -0.0318 7.02602e-06 -2.7248
5500.0 6.5 0.8927 0.2486 -0.6043 0.2683 9.16597e-06 -2.47
5750.0 6.5 0.4765 1.2755 -1.572 0.5997 1.16535e-05 -2.2382
6000.0 6.5 0.1209 2.1121 -2.3319 0.8483 1.44546e-05 -2.0266
6250.0 6.5 -0.0992 2.5641 -2.6853 0.9453 1.75753e-05 -1.8329
6500.0 6.5 -0.1998 2.6977 -2.7166 0.9271 2.10232e-05 -1.6549
7000.0 6.5 -0.2483 2.6106 -2.4605 0.7867 2.90136e-05 -1.3394
7500.0 6.5 -0.2366 2.4456 -2.184 0.6508 3.86428e-05 -1.069
8000.0 6.5 -0.247 2.455 -2.1743 0.6298 5.01487e-05 -0.8351
8500.0 6.5 -0.2752 2.6578 -2.488 0.7576 6.37253e-05 -0.6312
9000.0 6.5 -0.2528 2.8452 -2.8999 0.955 7.93608e-05 -0.4521
9500.0 6.5 -0.0828 2.5977 -2.8518 0.9903 9.67327e-05 -0.2939
10000.0 6.5 0.1213 2.092 -2.4094 0.8563 0.000114605 -0.1532
10500.0 6.5 0.2928 1.498 -1.7402 0.6166 0.000131502 -0.0275
11000.0 6.5 0.4767 0.772 -0.8756 0.3026 0.000146172 0.0854
11500.0 6.5 0.6001 0.3202 -0.3299 0.0895 0.000160759 0.1873
12000.0 6.5 0.6527 0.182 -0.2067 0.0481 0.000174788 0.2796
12500.0 6.5 0.6888 0.0895 -0.137 0.0286 0.000188627 0.3636
13000.0 6.5 0.7104 0.0226 -0.0841 0.013 0.000202466 0.4402
13500.0 6.5 0.7267 -0.0363 -0.0331 -0.0034 0.000216295 0.5104
14000.0 6.5 0.733 -0.0727 -0.0023 -0.0131 0.000230208 0.5749
14500.0 6.5 0.7352 -0.0993 0.0198 -0.0198 0.000244254 0.6344
15000.0 6.5 0.7355 -0.1217 0.039 -0.0258 0.000258466 0.6893
15500.0 6.5 0.734 -0.1393 0.0541 -0.0304 0.000272873 0.7403
16000.0 6.5 0.7332 -0.1585 0.0714 -0.0359 0.000287491 0.7876
16500.0 6.5 0.7325 -0.1772 0.0886 -0.0414 0.000302339 0.8316
17000.0 6.5 0.7321 -0.1961 0.1063 -0.0472 0.000317426 0.8727
20000.0 6.5 0.7507 -0.3516 0.2616 -0.1012 0.000413538 1.0708
25000.0 6.5 0.8845 -0.8058 0.7191 -0.2642 0.000601882 1.284
30000.0 6.5 0.9486 -1.032 0.9004 -0.3166 0.000856156 1.419
35000.0 6.5 0.7496 -0.7287 0.5879 -0.199 0.00114219 1.5118
40000.0 6.5 0.6304 -0.5955 0.4892 -0.1697 0.00136922 1.5793
45000.0 6.5 0.588 -0.6037 0.5293 -0.1902 0.00155781 1.6305
50000.0 6.5 0.5811 -0.6713 0.6223 -0.2284 0.00173203 1.6707
55000.0 6.5 0.5929 -0.7616 0.7308 -0.2707 0.00189055 1.7031
60000.0 6.5 0.6149 -0.8626 0.8453 -0.3143 0.00204124 1.7297
65000.0 6.5 0.4447 -0.2493 0.1845 -0.0689 0.00252089 1.7519
70000.0 6.5 0.4486 -0.3074 0.2586 -0.0984 0.00267882 1.7708
75000.0 6.5 0.4603 -0.3773 0.3418 -0.1307 0.00283561 1.787
80000.0 6.5 0.4782 -0.4557 0.4312 -0.1647 0.00299196 1.8011
85000.0 6.5 0.5008 -0.5395 0.5239 -0.1997 0.00314833 1.8135
90000.0 6.5 0.5267 -0.6262 0.6174 -0.2344 0.00330514 1.8244
100000.0 6.5 0.5814 -0.7977 0.7996 -0.3017 0.00362144 1.8428
3750.0 6.75 0.9063 0.2156 -0.7149 0.3357 1.12555e-06 -4.9907
4000.0 6.75 1.3117 -0.8605 0.4094 -0.0818 1.47348e-06 -4.493
4250.0 6.75 1.5725 -1.576 1.1706 -0.368 1.98571e-06 -4.0544
4500.0 6.75 1.6909 -1.9125 1.5359 -0.5066 2.72145e-06 -3.6653
4750.0 6.75 1.776 -2.104 1.7332 -0.5791 3.73406e-06 -3.3179
5000.0 6.75 1.5027 -1.3387 0.9289 -0.2774 5.22067e-06 -3.006
5250.0 6.75 1.3403 -0.8941 0.488 -0.117 7.00452e-06 -2.7248
5500.0 6.75 1.0391 -0.1181 -0.2619 0.1499 9.14065e-06 -2.47
5750.0 6.75 0.6496 0.8514 -1.1812 0.4683 1.16276e-05 -2.2382
6000.0 6.75 0.27 1.763 -2.0246 0.7504 1.44376e-05 -2.0266
6250.0 6.75 0.0016 2.3518 -2.5236 0.9019 1.7557e-05 -1.8329
6500.0 6.75 -0.1478 2.6255 -2.706 0.9401 2.09935e-05 -1.6549
7000.0 6.75 -0.2283 2.6348 -2.56 0.8424 2.89044e-05 -1.3394
7500.0 6.75 -0.2259 2.5082 -2.3395 0.7318 3.83621e-05 -1.069
8000.0 6.75 -0.226 2.4863 -2.2989 0.7015 4.9602e-05 -0.8351
8500.0 6.75 -0.2482 2.6432 -2.5421 0.7986 6.27923e-05 -0.6312
9000.0 6.75 -0.2311 2.8067 -2.8955 0.9656 7.79832e-05 -0.4521
