Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
4700.0	5.0	4494.57250	4882.59430	4952.97579	4884.06074	4839.04984
4700.0	5.5	4455.22959	4845.28232	4945.67678	4888.93257	4847.77774
4700.0	6.0	4610.66237	4861.90660	4896.78269	4854.60518	4825.07072
4800.0	4.0	4656.27417	5042.67906	5058.25588	4978.03735	4931.62625
4800.0	4.5	4643.03636	5027.66193	5061.66674	4985.15318	4938.61783
4800.0	5.0	4847.55930	5062.52953	5035.53995	4961.66653	4920.69866
4800.0	5.5	4579.18811	4980.68501	5069.65790	5005.85136	4960.47770
4800.0	6.0	4540.19621	4935.95154	5051.05216	5002.62156	4963.07448
4900.0	4.0	4780.94519	5163.71397	5170.23239	5088.60265	5041.67039
4900.0	4.5	5027.79034	5189.93388	5127.60875	5047.70252	5006.22696
4900.0	5.0	4741.89754	5135.97216	5181.82648	5106.94693	5059.01986
4900.0	5.5	4704.07303	5111.47415	5186.83498	5118.38451	5070.61223
4900.0	6.0	4873.47822	5128.11858	5140.54905	5087.57113	5053.00514
5100.0	4.0	5303.62910	5398.97471	5310.41407	5230.87887	5186.63724
5100.0	4.5	5048.42799	5383.83737	5384.89322	5304.79368	5251.12716
5100.0	5.0	5230.79765	5386.95561	5328.64734	5255.36630	5211.59520
5100.0	5.5	4981.76386	5357.90259	5401.89585	5328.96368	5273.86660
5100.0	6.0	4920.47700	5323.14845	5401.15325	5337.64211	5283.07317
5200.0	4.0	5186.99690	5507.25389	5488.13967	5405.19950	5350.57627
5200.0	4.5	5175.78748	5501.82233	5494.06548	5413.11474	5358.48035
5200.0	5.0	5145.11127	5489.02198	5498.53521	5420.38875	5365.33549
5200.0	5.5	5108.07672	5478.61540	5511.42525	5437.00401	5380.83467
5200.0	6.0	5044.87821	5445.55555	5511.75619	5445.83622	5389.82691
5300.0	4.0	5306.66723	5623.02205	5598.66386	5515.37817	5459.59714
5300.0	4.5	5525.76799	5613.05388	5521.61369	5442.80892	5397.24584
5300.0	5.0	5275.00177	5609.72229	5610.20641	5531.30677	5475.03108
5300.0	5.5	5228.87629	5592.30855	5617.12360	5542.57779	5485.81974
5300.0	6.0	5175.15032	5569.52866	5623.82659	5556.43025	5499.47475
5400.0	4.0	5426.90696	5737.79637	5706.29169	5622.52413	5565.30281
5400.0	4.5	5422.62456	5731.74286	5709.35371	5627.56141	5570.41992
5400.0	5.0	5401.46221	5725.31676	5717.31370	5637.91037	5580.51638
5400.0	5.5	5353.66971	5703.74207	5720.57205	5647.39546	5590.91386
5400.0	6.0	5507.64126	5689.13327	5648.10355	5586.08978	5542.78827
5500.0	4.0	5550.50302	5855.38412	5814.79664	5729.74120	5670.76444
5500.0	4.5	5542.90028	5843.68724	5813.81245	5731.50490	5672.93339
5500.0	5.0	5723.36512	5804.62325	5719.65034	5648.18237	5604.22045
5500.0	5.5	5474.75634	5813.36481	5822.07867	5748.81766	5691.56783
5500.0	6.0	5635.06228	5793.74086	5744.22102	5682.67661	5639.58791
5600.0	4.0	5875.18628	5927.35543	5801.94470	5717.91351	5669.33104
5600.0	4.5	5665.51808	5960.32706	5922.46260	5839.31072	5778.85131
5600.0	5.0	5641.87248	5940.94484	5922.17098	5845.21689	5787.22150
5600.0	5.5	5605.42190	5930.25425	5930.49722	5857.24749	5799.06319
5600.0	6.0	5555.24470	5917.76059	5942.13369	5873.09576	5813.83873
5700.0	4.0	5780.06855	6086.67477	6029.74950	5941.97210	5878.34948
5700.0	4.5	5787.37030	6076.37023	6029.17859	5944.74991	5882.08767
5700.0	5.0	5763.44084	6052.38241	6026.26124	5949.16668	5889.79434
5700.0	5.5	5889.96663	5970.51426	5890.02816	5824.56090	5781.68386
5700.0	6.0	5682.16890	6030.74414	6046.10713	5976.99644	5916.86214
5800.0	4.0	5889.88111	6203.39357	6137.65544	6047.75974	5981.56665
5800.0	4.5	5896.47217	6176.68007	6127.49630	6045.59545	5983.25261
5800.0	5.0	5883.01099	6163.36230	6129.90557	6052.48509	5991.48246
5800.0	5.5	5853.84121	6152.69122	6137.17056	6063.89662	6003.35840
5800.0	6.0	5966.40884	6063.56018	5992.69737	5932.52256	5889.95123
5900.0	4.0	6184.61936	6258.96122	6105.91183	6015.85983	5961.11783
5900.0	4.5	5989.59085	6271.16279	6215.35490	6132.05183	6067.43938
5900.0	5.0	6003.21458	6275.46613	6233.56326	6155.58605	6092.52127
5900.0	5.5	5949.27765	6238.65377	6216.48960	6142.76289	6080.88927
5900.0	6.0	5935.12796	6253.53262	6251.34311	6182.13842	6119.77285
6000.0	4.0	6099.78136	6439.59006	6354.74516	6259.03954	6185.58323
6000.0	4.5	6118.15193	6402.56989	6337.69524	6253.19029	6185.73473
6000.0	5.0	6267.39139	6300.61398	6180.72321	6108.19199	6060.72089
6000.0	5.5	6241.27595	6280.95376	6178.31065	6112.10555	6067.08520
6000.0	6.0	6206.98415	6268.04839	6182.46446	6122.58950	6079.34449
6100.0	4.0	6189.84193	6548.78104	6454.31940	6354.81801	6277.09387
6100.0	4.5	6386.73108	6445.80231	6292.97610	6207.27971	6151.94057
6100.0	5.0	6213.96274	6480.52313	6423.51987	6343.55062	6275.92655
6100.0	5.5	6352.85377	6384.66708	6274.49089	6207.58207	6161.35865
6100.0	6.0	6149.10187	6439.35774	6424.84868	6358.03431	6294.90105
6200.0	4.0	6454.38680	6600.90258	6418.35923	6317.60468	6251.67838
6200.0	4.5	6332.61345	6633.28895	6550.45386	6461.64998	6387.07414
6200.0	5.0	6321.99078	6592.22863	6528.13641	6446.98968	6376.25473
6200.0	5.5	6330.73701	6590.47549	6544.97072	6471.59352	6404.36160
6200.0	6.0	6262.99965	6539.36057	6518.08124	6452.25751	6388.31095
6300.0	4.0	6395.03674	6802.77909	6681.53766	6571.97839	6483.51869
6300.0	4.5	6570.01950	6666.05760	6496.40878	6405.21484	6343.11071
