Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
6000.0	4.0	6084.89987	6440.03831	6350.01832	6256.49439	6194.63240
6000.0	4.5	6108.57381	6403.61012	6333.43168	6251.07305	6193.78947
6000.0	5.0	6256.36701	6295.47453	6175.38473	6107.77118	6066.07433
6000.0	5.5	6232.49734	6277.12200	6173.48292	6111.83475	6072.63805
6000.0	6.0	6198.33947	6265.57989	6178.27822	6122.51126	6085.28721
6100.0	4.0	6171.56689	6548.51439	6449.28183	6351.97976	6286.71143
6100.0	4.5	6367.33375	6438.14826	6286.48975	6206.24049	6157.52218
6100.0	5.0	6204.82062	6481.60533	6419.44873	6341.42526	6283.91975
6100.0	5.5	6342.66999	6379.95536	6269.44226	6207.29714	6166.67287
6100.0	6.0	6137.11177	6442.67475	6422.23518	6355.63897	6303.58860
6200.0	4.0	6423.32172	6591.45147	6411.14501	6315.96604	6258.35850
6200.0	4.5	6317.29168	6632.75003	6545.64526	6459.17881	6395.67502
6200.0	5.0	6310.89936	6592.65492	6523.86054	6444.73413	6384.31758
6200.0	5.5	6320.77455	6591.75707	6541.33414	6469.39769	6412.32728
6200.0	6.0	6251.35425	6541.98307	6515.31932	6449.93295	6396.69611
6300.0	4.0	6368.41703	6800.54712	6675.56566	6568.36502	6494.54365
6300.0	4.5	6543.50378	6656.85014	6489.29616	6403.79526	6349.00733
6300.0	5.0	6435.00930	6721.36147	6642.84419	6562.15799	6498.25074
6300.0	5.5	6400.21519	6667.21655	6613.07488	6542.37734	6484.39643
6300.0	6.0	6526.20297	6556.68257	6449.32087	6393.63799	6353.61645
6400.0	4.0	6561.67771	6829.69671	6619.21503	6509.68824	6441.57948
6400.0	4.5	6510.32118	6864.94231	6759.22421	6666.57966	6595.51132
6400.0	5.0	6531.96102	6832.33412	6746.88340	6664.24033	6596.57985
6400.0	5.5	6527.63594	6793.79539	6731.60333	6660.16714	6598.95581
6400.0	6.0	6483.85818	6753.68322	6712.90052	6647.84881	6590.36591
6500.0	4.0	6628.81426	6947.04916	6726.04785	6610.21779	6537.32137
6500.0	4.5	6589.06388	6973.32559	6859.82069	6763.38065	6688.10661
6500.0	5.0	6731.11165	6826.41690	6670.14006	6592.74046	6537.44032
6500.0	5.5	6737.31484	6783.52188	6646.63042	6580.28860	6531.66633
6500.0	6.0	6728.14571	6752.91354	6633.90718	6576.78527	6533.10159
6600.0	4.0	6612.61038	7170.35898	7006.84369	6878.49044	6790.57542
6600.0	4.5	6771.84903	6986.55590	6794.78119	6697.58313	6630.26880
6600.0	5.0	6724.79765	7059.78961	6956.73068	6868.47756	6791.86737
6600.0	5.5	6733.35148	7009.06222	6932.32674	6858.44571	6790.30981
6600.0	6.0	6705.58837	6962.93782	6907.73348	6842.17222	6779.26607
6700.0	4.0	6682.34079	7293.10443	7117.31041	6980.38714	6887.56137
6700.0	4.5	6759.56112	7216.67703	7082.75410	6975.80494	6890.10444
6700.0	5.0	6901.79824	7055.00145	6877.75423	6790.24060	6723.98076
6700.0	5.5	6829.76051	7116.74127	7032.90712	6957.26824	6885.01633
6700.0	6.0	6810.89253	7068.47239	7006.82226	6940.68780	6874.49711
6800.0	4.0	6755.02448	7418.82024	7228.37138	7081.77150	6984.49872
6800.0	4.5	6837.29072	7337.30000	7192.62012	7079.17288	6987.57463
6800.0	5.0	6898.78297	7289.49837	7168.96734	7072.77804	6984.99922
6800.0	5.5	6924.65773	7226.46511	7135.38312	7057.45841	6980.47214
6800.0	6.0	6915.76781	7175.20494	7106.52341	7039.37763	6969.38501
6900.0	4.0	6824.84427	7545.39426	7339.68467	7182.61704	7081.00245
6900.0	4.5	6971.14843	7331.51502	7113.81705	6999.40349	6915.22184
6900.0	5.0	6980.09177	7405.73193	7276.18862	7175.07252	7080.90777
6900.0	5.5	7008.05162	7327.43167	7229.66215	7149.26557	7067.48746
6900.0	6.0	7014.86413	7281.33549	7206.36952	7137.99999	7063.82252
7000.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
7000.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
7000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
7000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
7000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
