Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
6500.0	4.5	6593.16547	7007.21084	6918.01671	6813.24088	6725.79460
6500.0	5.0	6621.01151	6976.19404	6909.07697	6816.16510	6733.17047
6500.0	5.5	6628.22196	6945.70293	6898.41092	6816.06760	6738.53706
6600.0	4.0	6631.96595	7191.52275	7060.40936	6925.23772	6821.53254
6600.0	4.5	6682.49679	7128.17848	7029.16415	6919.07259	6825.69662
6600.0	5.0	6719.02914	7092.90074	7017.25720	6921.06721	6833.14204
6600.0	5.5	6732.63960	7058.48186	7003.70980	6919.52814	6838.08557
6700.0	4.0	6710.01820	7316.76086	7174.22772	7029.45823	6918.08390
6700.0	4.5	6765.72271	7250.03063	7138.59620	7021.34323	6920.01969
6700.0	5.0	6811.80431	7209.13092	7125.86312	7026.00548	6932.33411
6700.0	5.5	6831.97614	7170.24840	7108.30901	7021.90955	6936.03664
6800.0	4.0	6788.56029	7446.86339	7291.21547	7136.21891	7017.20649
6800.0	4.5	6847.99628	7376.47741	7253.03471	7127.51264	7017.66157
6800.0	5.0	6903.04578	7328.76000	7236.62472	7132.30303	7031.51788
6800.0	5.5	6928.87889	7283.39699	7214.43354	7125.18177	7033.40872
6900.0	4.0	6869.27273	7579.76312	7408.57640	7242.70753	7116.92204
6900.0	4.5	6926.03750	7500.55111	7365.61303	7232.06924	7113.77650
6900.0	5.0	6989.28429	7448.50577	7345.39037	7234.64199	7125.70393
6900.0	5.5	7024.65407	7396.34543	7320.34372	7228.96412	7132.47807
