Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
4500.0	4.5	4251.65829	4669.97631	4715.08158	4648.09483	4613.42926
4500.0	5.0	4217.07358	4633.69442	4702.19013	4650.33124	4619.13322
4500.0	5.5	4195.08469	4590.91768	4676.79609	4644.08308	4618.77172
4500.0	6.0	4188.79344	4550.93528	4647.74385	4632.72305	4612.60798
4600.0	4.0	4650.48011	4856.78941	4796.46991	4716.01557	4682.76160
4600.0	4.5	4372.66769	4795.71572	4832.10919	4759.75402	4723.71488
4600.0	5.0	4551.80259	4821.26680	4811.11303	4747.00237	4717.74525
4600.0	5.5	4303.23019	4725.61349	4809.10082	4763.70465	4733.96196
4600.0	6.0	4454.20616	4736.17750	4769.20518	4732.14227	4710.64444
4700.0	4.0	4515.25901	4935.24074	4942.23215	4861.33980	4824.41477
4700.0	4.5	4496.06210	4920.56661	4947.30615	4871.08398	4834.23568
4700.0	5.0	4461.11724	4898.34207	4949.00488	4879.15306	4842.81224
4700.0	5.5	4419.06604	4863.03176	4941.46533	4885.41089	4851.96843
4700.0	6.0	4579.41911	4871.29429	4894.58892	4850.96077	4827.80881
4800.0	4.0	4917.33861	5086.85210	5008.77441	4926.93391	4893.80463
4800.0	4.5	4616.06825	5040.07578	5057.99198	4979.26986	4941.84314
4800.0	5.0	4820.17587	5068.61875	5030.97074	4956.31452	4923.94988
4800.0	5.5	4541.43404	4996.94184	5066.03642	5001.03156	4965.04718
4800.0	6.0	4501.53890	4953.43977	5047.66516	4999.19179	4967.86613
4900.0	4.0	4761.05740	5173.83517	5166.40279	5082.28737	5044.32200
4900.0	4.5	4743.96442	5162.49648	5170.64725	5089.91573	5051.91199
4900.0	5.0	4710.41311	5148.54672	5178.33901	5100.91911	5063.05770
4900.0	5.5	4666.53646	5126.05024	5183.58184	5112.69003	5075.40702
4900.0	6.0	4840.19936	5135.68717	5137.76238	5083.12218	5056.58295
5000.0	4.0	5181.39383	5309.20986	5217.07511	5134.75947	5100.91977
5000.0	4.5	4867.06297	5279.89124	5279.65695	5197.50667	5158.28509
5000.0	5.0	4833.74615	5268.09536	5288.07097	5208.55114	5169.48455
5000.0	5.5	4790.08234	5249.13438	5296.15376	5221.74235	5183.18429
5000.0	6.0	4969.80399	5260.23948	5251.99786	5192.46442	5163.55314
5100.0	4.0	5042.19255	5394.54866	5373.66843	5288.74544	5245.52789
5100.0	4.5	5030.66196	5392.00046	5381.17070	5298.01213	5255.29123
5100.0	5.0	5210.21709	5389.66629	5323.84140	5249.98687	5215.71728
5100.0	5.5	5139.59069	5370.40705	5326.65855	5257.54118	5223.88663
5100.0	6.0	5071.27796	5348.66214	5330.82456	5270.44890	5238.50023
5200.0	4.0	5418.58622	5510.99525	5409.00604	5328.56069	5292.15213
5200.0	4.5	5383.55773	5500.88330	5411.38267	5333.96382	5298.62406
